"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Neal J.; Fewtrell T.; Trigg M.","Neal, Jeffrey (16039644600); Fewtrell, Timothy (25930864000); Trigg, Mark (27468024100)","16039644600; 25930864000; 27468024100","Parallelisation of storage cell flood models using OpenMP","2009","Environmental Modelling and Software","24","7","","872","877","5","97","10.1016/j.envsoft.2008.12.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62349096130&doi=10.1016%2fj.envsoft.2008.12.004&partnerID=40&md5=5ab7a8ea51d40b5d9017d7e31ca1575d","Article","Final","","Scopus","2-s2.0-62349096130"
"Kabuya P.M.; Hughes D.A.; Tshimanga R.M.; Trigg M.A.; Bates P.","Kabuya, Pierre M. (57189274566); Hughes, Denis A. (7403464327); Tshimanga, Raphael M. (37029312800); Trigg, Mark A. (27468024100); Bates, Paul (56242669500)","57189274566; 7403464327; 37029312800; 27468024100; 56242669500","Assessing the potential value of the regionalised input constraint indices for constraining hydrological model simulations in the Congo River Basin","2022","Advances in Water Resources","159","","104093","","","","5","10.1016/j.advwatres.2021.104093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120448488&doi=10.1016%2fj.advwatres.2021.104093&partnerID=40&md5=4655b6ebccb241a87f89788d40d44b76","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85120448488"
"Kabuya P.M.; Hughes D.A.; Tshimanga R.M.; Trigg M.A.; Bates P.","Kabuya, Pierre M. (57189274566); Hughes, Denis A. (7403464327); Tshimanga, Raphael M. (37029312800); Trigg, Mark A. (27468024100); Bates, Paul (56242669500)","57189274566; 7403464327; 37029312800; 27468024100; 56242669500","Establishing uncertainty ranges of hydrologic indices across climate and physiographic regions of the Congo River Basin","2020","Journal of Hydrology: Regional Studies","30","","100710","","","","17","10.1016/j.ejrh.2020.100710","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087680725&doi=10.1016%2fj.ejrh.2020.100710&partnerID=40&md5=5454390a4fa5bccc05b050153a765973","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85087680725"
"Ash J.N.; Romanillos J.L.; Trigg M.","Ash, James N (35108833500); Romanillos, José Luis (26633199300); Trigg, Mark (27468024100)","35108833500; 26633199300; 27468024100","Videogames, visuality and screens: Reconstructing the Amazon in physical geographical knowledge","2009","Area","41","4","","464","474","10","8","10.1111/j.1475-4762.2009.00889.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449416050&doi=10.1111%2fj.1475-4762.2009.00889.x&partnerID=40&md5=9cc95e4282609009bc0292163bbb8ffd","Article","Final","","Scopus","2-s2.0-70449416050"
"Wu H.; Trigg M.A.; Murphy W.; Fuentes R.","Wu, Hang (57200599176); Trigg, Mark A. (27468024100); Murphy, William (55729913700); Fuentes, Raul (35188883400)","57200599176; 27468024100; 55729913700; 35188883400","A new global landslide dam database (RAGLAD) and analysis utilizing auxiliary global fluvial datasets","2022","Landslides","19","3","","555","572","17","9","10.1007/s10346-021-01817-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122865871&doi=10.1007%2fs10346-021-01817-z&partnerID=40&md5=34cff5d80f0f0ec193e0f08e2499bce3","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85122865871"
"Falloon P.; Betts R.; Wiltshire A.; Dankers R.; Mathison C.; Mcneall D.; Bates P.; Trigg M.","Falloon, Pete (6701707324); Betts, Richard (55206018900); Wiltshire, Andrew (24339847400); Dankers, Rutger (6603227814); Mathison, Camilla (25825192700); Mcneall, Doug (15750969200); Bates, Paul (56242669500); Trigg, Mark (27468024100)","6701707324; 55206018900; 24339847400; 6603227814; 25825192700; 15750969200; 56242669500; 27468024100","Validation of river flows in HadGEM1 and HadCM3 with the TRIP river flow model","2011","Journal of Hydrometeorology","12","6","","1157","1180","23","28","10.1175/2011JHM1388.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858243206&doi=10.1175%2f2011JHM1388.1&partnerID=40&md5=53a9dcaaf382e45a1e3062d172262582","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84858243206"
"Olajubu V.; Trigg M.A.; Berretta C.; Sleigh A.; Chini M.; Matgen P.; Mojere S.; Mulligan J.","Olajubu, Victor (57226650927); Trigg, Mark A. (27468024100); Berretta, Christian (8850728100); Sleigh, Andrew (57266098300); Chini, Marco (58138537500); Matgen, Patrick (8051813300); Mojere, Stephen (57226643494); Mulligan, Joe (37034719100)","57226650927; 27468024100; 8850728100; 57266098300; 58138537500; 8051813300; 57226643494; 37034719100","Urban correction of global DEMs using building density for Nairobi, Kenya","2021","Earth Science Informatics","14","3","","1383","1398","15","10","10.1007/s12145-021-00647-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112217234&doi=10.1007%2fs12145-021-00647-w&partnerID=40&md5=ddc8b904530c2984042e13ba9ffbf025","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85112217234"
"Bernhofen M.V.; Blenkin F.; Trigg M.A.","Bernhofen, Mark V (57201371429); Blenkin, Faye (58318693100); Trigg, Mark A (27468024100)","57201371429; 58318693100; 27468024100","Unknown risk: assessing refugee camp flood risk in Ethiopia","2023","Environmental Research Letters","18","6","064041","","","","3","10.1088/1748-9326/acd8d0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162232077&doi=10.1088%2f1748-9326%2facd8d0&partnerID=40&md5=ea283efac4150b4df7a696ab54109972","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85162232077"
"Mushi C.A.; Ndomba P.M.; Trigg M.A.; Tshimanga R.M.; Mtalo F.","Mushi, C.A. (57207449470); Ndomba, P.M. (24477900300); Trigg, M.A. (27468024100); Tshimanga, R.M. (37029312800); Mtalo, F. (24491912000)","57207449470; 24477900300; 27468024100; 37029312800; 24491912000","Assessment of basin-scale soil erosion within the Congo River Basin: A review","2019","Catena","178","","","64","76","12","50","10.1016/j.catena.2019.02.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062550448&doi=10.1016%2fj.catena.2019.02.030&partnerID=40&md5=cd8142ebe1e78f8c74aab3c59ab5cecb","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85062550448"
"Noorduijn S.L.; Shanafield M.; Trigg M.A.; Harrington G.A.; Cook P.G.; Peeters L.","Noorduijn, Saskia L. (35590412600); Shanafield, Margaret (35099401800); Trigg, Mark A. (27468024100); Harrington, Glenn A. (7007122979); Cook, Peter G. (7402055909); Peeters, L. (59578586000)","35590412600; 35099401800; 27468024100; 7007122979; 7402055909; 59578586000","Estimating seepage flux from ephemeral stream channels using surface water and groundwater level data","2014","Water Resources Research","50","2","","1474","1489","15","24","10.1002/2012WR013424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894260055&doi=10.1002%2f2012WR013424&partnerID=40&md5=14bb94a8b7553f104b3b3ce09383ddb4","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84894260055"
"Hoch J.M.; Trigg M.A.","Hoch, Jannis M. (57192917043); Trigg, Mark A. (27468024100)","57192917043; 27468024100","Advancing global flood hazard simulations by improving comparability, benchmarking, and integration of global flood models","2019","Environmental Research Letters","14","3","034001","","","","37","10.1088/1748-9326/aaf3d3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064318254&doi=10.1088%2f1748-9326%2faaf3d3&partnerID=40&md5=29149b67def843ba5cc98a648b112b26","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85064318254"
"Bates P.D.; Tshimanga R.M.; Trigg M.A.; Carr A.; Mushi C.A.; Kabuya P.M.; Bola G.; Neal J.; Ndomba P.; Mtalo F.; Hughes D.","Bates, Paul D. (56242669500); Tshimanga, Raphaël M. (37029312800); Trigg, Mark A. (27468024100); Carr, Andy (57210206389); Mushi, C.A. (57207449470); Kabuya, Pierre M. (57189274566); Bola, Gode (57773079800); Neal, Jeff (16039644600); Ndomba, Preksedis (24477900300); Mtalo, Felix (24491912000); Hughes, Denis (7403464327)","56242669500; 37029312800; 27468024100; 57210206389; 57207449470; 57189274566; 57773079800; 16039644600; 24477900300; 24491912000; 7403464327","Creating sustainable capacity for river science in the Congo basin through the CRuHM project","2024","Interface Focus","14","4","e20230079","","","","3","10.1098/rsfs.2023.0079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201264497&doi=10.1098%2frsfs.2023.0079&partnerID=40&md5=90d4574f552c131a35622a66ca4899dc","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85201264497"
"Trigg M.A.; Carr A.B.; Smith M.W.; Tshimanga R.M.","Trigg, Mark A. (27468024100); Carr, Andrew B. (57210206389); Smith, Mark W. (55698400500); Tshimanga, Raphael M. (37029312800)","27468024100; 57210206389; 55698400500; 37029312800","Measuring Geomorphological Change on the Congo River Using Century-Old Navigation Charts","2022","Congo Basin Hydrology, Climate, and Biogeochemistry: A Foundation for the Future","","","","413","426","13","4","10.1002/9781119657002.ch21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147918530&doi=10.1002%2f9781119657002.ch21&partnerID=40&md5=ee0accc26881746b082b7e549c2b16a5","Book chapter","Final","","Scopus","2-s2.0-85147918530"
"Trigg M.A.; Dehghani M.S.; Kesete Y.Y.; Carr A.B.; Trigg S.G.; Zekkos D.; Lopez D.; Pertierra M.; van Westen C.J.; Jetten V.; Ogden F.L.","Trigg, Mark A. (27468024100); Dehghani, Mohammad Saied (55857590000); Kesete, Yohannes Y. (56002111700); Carr, Andrew B. (57210206389); Trigg, Stephanie G. (57931418200); Zekkos, Dimitrios (14623422200); Lopez, David (57931554200); Pertierra, Marta (57215335326); van Westen, Cees J. (6701664942); Jetten, Victor (6601999985); Ogden, Fred L. (7003950307)","27468024100; 55857590000; 56002111700; 57210206389; 57931418200; 14623422200; 57931554200; 57215335326; 6701664942; 6601999985; 7003950307","Realities of bridge resilience in Small Island Developing States","2023","Mitigation and Adaptation Strategies for Global Change","28","1","1","","","","4","10.1007/s11027-022-10035-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139986584&doi=10.1007%2fs11027-022-10035-4&partnerID=40&md5=74ef1d2066ad2fd71984d6257fef21d9","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85139986584"
"Maybee B.; Birch C.E.; Böing S.J.; Willis T.; Speight L.; Porson A.N.; Pilling C.; Shelton K.L.; Trigg M.A.","Maybee, Ben (57204005906); Birch, Cathryn E. (34976155900); Böing, Steven J. (55436842300); Willis, Thomas (57189181514); Speight, Linda (25622723800); Porson, Aurore N. (15763786400); Pilling, Charlie (6505976361); Shelton, Kay L. (7005949189); Trigg, Mark A. (27468024100)","57204005906; 34976155900; 55436842300; 57189181514; 25622723800; 15763786400; 6505976361; 7005949189; 27468024100","FOREWARNS: Development and multifaceted verification of enhanced regional-scale surface water flood forecasts","2024","Natural Hazards and Earth System Sciences","24","4","","1415","1436","21","1","10.5194/nhess-24-1415-2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191540905&doi=10.5194%2fnhess-24-1415-2024&partnerID=40&md5=daf17eb4419bba0dd6a809c4509806dd","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85191540905"
"Trigg M.A.; Birch C.E.; Neal J.C.; Bates P.D.; Smith A.; Sampson C.C.; Yamazaki D.; Hirabayashi Y.; Pappenberger F.; Dutra E.; Ward P.J.; Winsemius H.C.; Salamon P.; Dottori F.; Rudari R.; Kappes M.S.; Simpson A.L.; Hadzilacos G.; Fewtrell T.J.","Trigg, M.A. (27468024100); Birch, C.E. (34976155900); Neal, J.C. (16039644600); Bates, P.D. (56242669500); Smith, A. (56410082400); Sampson, C.C. (37361381700); Yamazaki, D. (35231763100); Hirabayashi, Y. (36463595600); Pappenberger, F. (12242898700); Dutra, E. (25926243900); Ward, P.J. (55939005100); Winsemius, H.C. (15128343400); Salamon, P. (57197924232); Dottori, F. (26039063600); Rudari, R. (6507764404); Kappes, M.S. (36519011200); Simpson, A.L. (56735382900); Hadzilacos, G. (57191617676); Fewtrell, T.J. (25930864000)","27468024100; 34976155900; 16039644600; 56242669500; 56410082400; 37361381700; 35231763100; 36463595600; 12242898700; 25926243900; 55939005100; 15128343400; 57197924232; 26039063600; 6507764404; 36519011200; 56735382900; 57191617676; 25930864000","The credibility challenge for global fluvial flood risk analysis","2016","Environmental Research Letters","11","9","094014","","","","149","10.1088/1748-9326/11/9/094014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992052824&doi=10.1088%2f1748-9326%2f11%2f9%2f094014&partnerID=40&md5=bd1185131aa2a8bbae2dccf26a7b1da0","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84992052824"
"Alemu A.N.; Haile A.T.; Carr A.B.; Trigg M.A.; Mengistie G.K.; Walsh C.L.","Alemu, Abel Negussie (58085436500); Haile, Alemseged Tamiru (58868850500); Carr, Andrew B. (57210206389); Trigg, Mark A. (27468024100); Mengistie, Getahun Kebede (58085148800); Walsh, Claire L. (7401952506)","58085436500; 58868850500; 57210206389; 27468024100; 58085148800; 7401952506","Filling data gaps using citizen science for flood modeling in urbanized catchment of Akaki","2023","Natural Hazards Research","3","3","","395","407","12","7","10.1016/j.nhres.2023.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179202607&doi=10.1016%2fj.nhres.2023.05.002&partnerID=40&md5=9eb4690921613b6a0155090f85493328","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85179202607"
"Smith A.; Sampson C.; Neal J.; Bates P.D.; Freer J.; Trigg M.; Porter R.; Kappes M.; Simpson A.; Jongman B.; Johnson K.","Smith, Andrew (56410082400); Sampson, Christopher (37361381700); Neal, Jefferey (16039644600); Bates, Paul D. (56242669500); Freer, Jim (7005673386); Trigg, Mark (27468024100); Porter, Rob (57909892900); Kappes, Melanie (36519011200); Simpson, Alanna (56735382900); Jongman, Brenden (55324365800); Johnson, Kris (56307117700)","56410082400; 37361381700; 16039644600; 56242669500; 7005673386; 27468024100; 57909892900; 36519011200; 56735382900; 55324365800; 56307117700","Modeling and Mapping of Global Flood Hazard Layers","2018","Geophysical Monograph Series","233","","","133","155","22","2","10.1002/9781119217886.ch8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095127277&doi=10.1002%2f9781119217886.ch8&partnerID=40&md5=dd53f075181b80b38006ee07da609eb5","Article","Final","","Scopus","2-s2.0-85095127277"
"Bekele T.W.; Haile A.T.; Trigg M.A.; Walsh C.L.","Bekele, Tilaye Worku (57935018200); Haile, Alemseged Tamiru (58868850500); Trigg, Mark A. (27468024100); Walsh, Claire L. (7401952506)","57935018200; 58868850500; 27468024100; 7401952506","Evaluating a new method of remote sensing for flood mapping in the urban and peri-urban areas: Applied to Addis Ababa and the Akaki catchment in Ethiopia","2022","Natural Hazards Research","2","2","","97","110","13","25","10.1016/j.nhres.2022.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135889938&doi=10.1016%2fj.nhres.2022.03.001&partnerID=40&md5=1c05be7add5fddb30936eee80af81b61","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85135889938"
