"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Wilson A.M.; King M.-F.; López-García M.; Clifton I.J.; Proctor J.; Reynolds K.A.; Noakes C.J.","Wilson, Amanda M. (57195611222); King, Marco-Felipe (55383157200); López-García, Martín (36647824200); Clifton, Ian J. (35271234500); Proctor, Jessica (57218161473); Reynolds, Kelly A. (7201538123); Noakes, Catherine J. (6603481396)","57195611222; 55383157200; 36647824200; 35271234500; 57218161473; 7201538123; 6603481396","Effects of patient room layout on viral accruement on healthcare professionals' hands","2021","Indoor Air","31","5","","1657","1672","15","9","10.1111/ina.12834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113101094&doi=10.1111%2fina.12834&partnerID=40&md5=77c812bf75e31110ff2e440cf9830e85","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85113101094"
"Gilkeson C.A.; Noakes C.","Gilkeson, Carl A (30967495600); Noakes, Catherine (6603481396)","30967495600; 6603481396","Application of CFD simulation to predicting upper-room UVGI effectiveness","2013","Photochemistry and Photobiology","89","4","","799","810","11","31","10.1111/php.12013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879843211&doi=10.1111%2fphp.12013&partnerID=40&md5=4195355d90217adbc2761ed12c54ae6d","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84879843211"
"King M.-F.; Noakes C.J.; Sleigh P.A.","King, Marco-Felipe (55383157200); Noakes, Catherine J. (6603481396); Sleigh, P. Andrew (57266098300)","55383157200; 6603481396; 57266098300","The role of surfaces in the transmission of bioaerosols from source to patient in hospital single and two-bed rooms","2014","Indoor Air 2014 - 13th International Conference on Indoor Air Quality and Climate","","","","673","679","6","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924673941&partnerID=40&md5=34a84058d979d65c32cbf5cdc2851110","Conference paper","Final","","Scopus","2-s2.0-84924673941"
"Proctor J.; Noakes C.; Kapur N.; Fletcher L.; Clifton I.","Proctor, Jessica (57218161473); Noakes, Catherine (6603481396); Kapur, Nikil (7006646043); Fletcher, Louise (7101843418); Clifton, Ian (35271234500)","57218161473; 6603481396; 7006646043; 7101843418; 35271234500","Experimental modelling of infectious aerosols from people with cystic fibrosis","2018","15th Conference of the International Society of Indoor Air Quality and Climate, INDOOR AIR 2018","","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105609214&partnerID=40&md5=4d1cb64add77db3296aa721da3b34f89","Conference paper","Final","","Scopus","2-s2.0-85105609214"
"Walker M.D.; Vincent J.C.; Benson L.; Stone C.A.; Harris G.; Ambler R.E.; Watts P.; Slatter T.; López-García M.; King M.-F.; Noakes C.J.; Thomas R.J.","Walker, Maurice D. (57210513483); Vincent, Jack C. (55247894400); Benson, Lee (57359657300); Stone, Corinne A. (23502102400); Harris, Guy (59371187000); Ambler, Rachael E. (57710301700); Watts, Pat (56168754100); Slatter, Tom (23967523500); López-García, Martín (36647824200); King, Marco-Felipe (55383157200); Noakes, Catherine J. (6603481396); Thomas, Richard J. (35117334600)","57210513483; 55247894400; 57359657300; 23502102400; 59371187000; 57710301700; 56168754100; 23967523500; 36647824200; 55383157200; 6603481396; 35117334600","Effect of Relative Humidity on Transfer of Aerosol-Deposited Artificial and Human Saliva from Surfaces to Artificial Finger-Pads","2022","Viruses","14","5","1048","","","","8","10.3390/v14051048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130695095&doi=10.3390%2fv14051048&partnerID=40&md5=185a97815ab0f5c1a7e803a05bb63825","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85130695095"
"Carslaw N.; Hathway A.; Fletcher L.; Hamilton J.; Ingham T.; Noakes C.","Carslaw, Nicola (6701766676); Hathway, Abigail (36655544000); Fletcher, Louise (7101843418); Hamilton, Jacqueline (7403705356); Ingham, Trevor (7003921815); Noakes, Catherine (6603481396)","6701766676; 36655544000; 7101843418; 7403705356; 7003921815; 6603481396","Chemical versus biological contamination indoors: Trade-offs versus win-win opportunities for improving indoor air quality","2013","Indoor Air","23","3","","173","174","1","7","10.1111/ina.12030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876740513&doi=10.1111%2fina.12030&partnerID=40&md5=68f8232b89d337d4b82ea99b389a8927","Editorial","Final","","Scopus","2-s2.0-84876740513"
"Burridge H.C.; Fan S.; Jones R.L.; Noakes C.J.; Linden P.F.","Burridge, Henry C. (54893797500); Fan, Shiwei (57203664767); Jones, Roderic L. (57203513475); Noakes, Catherine J. (6603481396); Linden, P.F. (7005538952)","54893797500; 57203664767; 57203513475; 6603481396; 7005538952","Predictive and retrospective modelling of airborne infection risk using monitored carbon dioxide","2022","Indoor and Built Environment","31","5","","1363","1380","17","35","10.1177/1420326X211043564","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112687251&doi=10.1177%2f1420326X211043564&partnerID=40&md5=8d237cc50867014335d0bc89eee70c3f","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85112687251"
"Khaliq K.A.; Noakes C.; Kemp A.H.; Thompson C.","Khaliq, Kishwer Abdul (56081255200); Noakes, Catherine (6603481396); Kemp, Andrew H. (55567457800); Thompson, Carl (7404237601)","56081255200; 6603481396; 55567457800; 7404237601","Indoor Air Quality Assessment using IoT-based Sensors in Nursing Homes","2022","International Conference on Software, Knowledge Information, Industrial Management and Applications, SKIMA","2022-December","","","133","139","6","6","10.1109/SKIMA57145.2022.10029568","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148574820&doi=10.1109%2fSKIMA57145.2022.10029568&partnerID=40&md5=0e8bf631fcbb268b5b5055ee3450e8c0","Conference paper","Final","","Scopus","2-s2.0-85148574820"
"Mingotti N.; Wood R.; Noakes C.; Woods A.W.","Mingotti, Nicola (36639991900); Wood, Richard (56547921200); Noakes, Catherine (6603481396); Woods, Andrew W. (7201562573)","36639991900; 56547921200; 6603481396; 7201562573","The mixing of airborne contaminants by the repeated passage of people along a corridor","2020","Journal of Fluid Mechanics","903","","A52","","","","20","10.1017/jfm.2020.671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092691316&doi=10.1017%2fjfm.2020.671&partnerID=40&md5=d3076d690f1d597ff581034b3bb967c4","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85092691316"
"Smith J.; Adams C.E.; King M.F.; Noakes C.J.; Robertson C.; Dancer S.J.","Smith, J. (57746069500); Adams, C.E. (57192688513); King, M.F. (55383157200); Noakes, C.J. (6603481396); Robertson, C. (7401656177); Dancer, S.J. (7003919753)","57746069500; 57192688513; 55383157200; 6603481396; 7401656177; 7003919753","Is there an association between airborne and surface microbes in the critical care environment?","2018","Journal of Hospital Infection","100","3","","e123","e129","6","25","10.1016/j.jhin.2018.04.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047543268&doi=10.1016%2fj.jhin.2018.04.003&partnerID=40&md5=34d1fa3900b6083b81ddf7dd7a2ab54a","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85047543268"
"Wilson A.M.; King M.-F.; Lopez-Garciá M.; Weir M.H.; Sexton J.D.; Canales R.A.; Kostov G.E.; Julian T.R.; Noakes C.J.; Reynolds K.A.","Wilson, Amanda M. (57195611222); King, Marco-Felipe (55383157200); Lopez-Garciá, Martín (36647824200); Weir, Mark H. (22137121000); Sexton, Jonathan D. (35772961600); Canales, Robert A. (13606171200); Kostov, Georgiana E. (57217287080); Julian, Timothy R. (26429434500); Noakes, Catherine J. (6603481396); Reynolds, Kelly A. (7201538123)","57195611222; 55383157200; 36647824200; 22137121000; 35772961600; 13606171200; 57217287080; 26429434500; 6603481396; 7201538123","Evaluating a transfer gradient assumption in a fomite-mediated microbial transmission model using an experimental and Bayesian approach","2020","Journal of the Royal Society Interface","17","167","20200121","","","","21","10.1098/rsif.2020.0121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087027135&doi=10.1098%2frsif.2020.0121&partnerID=40&md5=0ac2ed8cbbce03f0d1df7fa0e46db8ab","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85087027135"
"Delbosc N.; Summers J.L.; Khan A.I.; Kapur N.; Noakes C.J.","Delbosc, N. (22984829800); Summers, J.L. (7202483248); Khan, A.I. (55800396100); Kapur, N. (7006646043); Noakes, C.J. (6603481396)","22984829800; 7202483248; 55800396100; 7006646043; 6603481396","Optimized implementation of the Lattice Boltzmann Method on a graphics processing unit towards real-time fluid simulation","2014","Computers and Mathematics with Applications","67","2","","462","475","13","57","10.1016/j.camwa.2013.10.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891937724&doi=10.1016%2fj.camwa.2013.10.002&partnerID=40&md5=5e2e9590ae1692e96d8f764619b59ed5","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84891937724"
"Eadie E.; Hiwar W.; Fletcher L.; Tidswell E.; O’Mahoney P.; Buonanno M.; Welch D.; Adamson C.S.; Brenner D.J.; Noakes C.; Wood K.","Eadie, Ewan (23004042800); Hiwar, Waseem (57217068581); Fletcher, Louise (7101843418); Tidswell, Emma (57209714708); O’Mahoney, Paul (57189611156); Buonanno, Manuela (37100909700); Welch, David (56786627800); Adamson, Catherine S. (7003675242); Brenner, David J. (57203030832); Noakes, Catherine (6603481396); Wood, Kenneth (36124231600)","23004042800; 57217068581; 7101843418; 57209714708; 57189611156; 37100909700; 56786627800; 7003675242; 57203030832; 6603481396; 36124231600","Far-UVC (222 nm) efficiently inactivates an airborne pathogen in a room-sized chamber","2022","Scientific Reports","12","1","4373","","","","98","10.1038/s41598-022-08462-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126834632&doi=10.1038%2fs41598-022-08462-z&partnerID=40&md5=92aebf63db7895d92cd242517a5b2695","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85126834632"
"Miller D.; King M.-F.; Nally J.; Drodge J.R.; Reeves G.I.; Bate A.M.; Cooper H.; Dalrymple U.; Hall I.; López-García M.; Parker S.T.; Noakes C.J.","Miller, Daniel (57451047600); King, Marco-Felipe (55383157200); Nally, James (15832162200); Drodge, Joseph R. (57212531306); Reeves, Gary I. (57451047700); Bate, Andrew M. (57450687600); Cooper, Henry (57450324900); Dalrymple, Ursula (56611903900); Hall, Ian (16052686000); López-García, Martín (36647824200); Parker, Simon T. (26531794000); Noakes, Catherine J. (6603481396)","57451047600; 55383157200; 15832162200; 57212531306; 57451047700; 57450687600; 57450324900; 56611903900; 16052686000; 36647824200; 26531794000; 6603481396","Modeling the factors that influence exposure to SARS-CoV-2 on a subway train carriage","2022","Indoor Air","32","2","e12976","","","","31","10.1111/ina.12976","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124554173&doi=10.1111%2fina.12976&partnerID=40&md5=e5273e530952dc39f0a313e1f7de9689","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85124554173"
"Jones B.; Sharpe P.; Iddon C.; Hathway E.A.; Noakes C.J.; Fitzgerald S.","Jones, Benjamin (55828149930); Sharpe, Patrick (57219806849); Iddon, Christopher (55879039300); Hathway, E. Abigail (36655544000); Noakes, Catherine J. (6603481396); Fitzgerald, Shaun (7202186336)","55828149930; 57219806849; 55879039300; 36655544000; 6603481396; 7202186336","Modelling uncertainty in the relative risk of exposure to the SARS-CoV-2 virus by airborne aerosol transmission in well mixed indoor air","2021","Building and Environment","191","","107617","","","","78","10.1016/j.buildenv.2021.107617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099510801&doi=10.1016%2fj.buildenv.2021.107617&partnerID=40&md5=b66781d26b281ab844ed5a35ed3117bd","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85099510801"
"Montoya-Pachongo C.; Douterelo I.; Noakes C.; Camargo-Valero M.A.; Sleigh A.; Escobar-Rivera J.-C.; Torres-Lozada P.","Montoya-Pachongo, Carolina (57188872480); Douterelo, Isabel (12791330300); Noakes, Catherine (6603481396); Camargo-Valero, Miller Alonso (16642000800); Sleigh, Andrew (57266098300); Escobar-Rivera, Juan-Carlos (57188872078); Torres-Lozada, Patricia (36807319600)","57188872480; 12791330300; 6603481396; 16642000800; 57266098300; 57188872078; 36807319600","Field assessment of bacterial communities and total trihalomethanes: Implications for drinking water networks","2018","Science of the Total Environment","616-617","","","345","354","9","34","10.1016/j.scitotenv.2017.10.254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032970088&doi=10.1016%2fj.scitotenv.2017.10.254&partnerID=40&md5=d4725bb42e891bf73398bb6ec241b6cb","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85032970088"
"Bate A.M.; Miller D.; King M.-F.; Moseley K.-A.; Xu J.; Hall I.; López-García M.; Parker S.T.; Noakes C.J.","Bate, Andrew M. (57450687600); Miller, Daniel (57451047600); King, Marco-Felipe (55383157200); Moseley, Katy-Anne (59172860800); Xu, Jingsi (57701248500); Hall, Ian (16052686000); López-García, Martín (36647824200); Parker, Simon T. (26531794000); Noakes, Catherine J. (6603481396)","57450687600; 57451047600; 55383157200; 59172860800; 57701248500; 16052686000; 36647824200; 26531794000; 6603481396","A quantitative microbial risk assessment approach to estimate exposure to SARS-CoV-2 on a bus","2024","Journal of Transport and Health","38","","101829","","","","1","10.1016/j.jth.2024.101829","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196010752&doi=10.1016%2fj.jth.2024.101829&partnerID=40&md5=6694e76062d82823f09e05aac5d69a5e","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85196010752"
"Coldrick S.; Kelsey A.; Ivings M.J.; Foat T.G.; Parker S.T.; Noakes C.J.; Bennett A.; Rickard H.; Moore G.","Coldrick, Simon (6602873387); Kelsey, Adrian (8599791600); Ivings, Matthew J. (9246777800); Foat, Timothy G. (23481879300); Parker, Simon T. (26531794000); Noakes, Catherine J. (6603481396); Bennett, Allan (7402332799); Rickard, Helen (57221333078); Moore, Ginny (7403282988)","6602873387; 8599791600; 9246777800; 23481879300; 26531794000; 6603481396; 7402332799; 57221333078; 7403282988","Modeling and experimental study of dispersion and deposition of respiratory emissions with implications for disease transmission","2022","Indoor Air","32","2","e13000","","","","11","10.1111/ina.13000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125418668&doi=10.1111%2fina.13000&partnerID=40&md5=3b3c8190e06b076dc7fb535d223bd670","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85125418668"
"Aranega-Bou P.; Pottage T.; Fenwick A.; D’Costa W.; Brown N.F.; Yaxley N.; King M.-F.; Parker S.T.; Miller D.; López-García M.; Noakes C.J.; Moore G.; Bennett A.","Aranega-Bou, Paz (56373285500); Pottage, Thomas (35175023000); Fenwick, Abigail (58820750600); D’Costa, Wilhemina (58235335400); Brown, Natalie F. (57994678100); Yaxley, Nicola (58080133300); King, Marco-Felipe (55383157200); Parker, Simon T. (26531794000); Miller, Daniel (57451047600); López-García, Martín (36647824200); Noakes, Catherine J. (6603481396); Moore, Ginny (7403282988); Bennett, Allan (7402332799)","56373285500; 35175023000; 58820750600; 58235335400; 57994678100; 58080133300; 55383157200; 26531794000; 57451047600; 36647824200; 6603481396; 7403282988; 7402332799","A 17-month longitudinal surface sampling study carried out on public transport vehicles operating in England during the COVID-19 pandemic identified low levels of SARS-CoV-2 RNA contamination","2024","Journal of Applied Microbiology","135","4","","","","","1","10.1093/jambio/lxae095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191897032&doi=10.1093%2fjambio%2flxae095&partnerID=40&md5=e9ff58b920fa33077c59045ee42a4ab6","Article","Final","","Scopus","2-s2.0-85191897032"
"Pinho-Gomes A.-C.; Roaf E.; Fuller G.; Fowler D.; Lewis A.; ApSimon H.; Noakes C.; Johnstone P.; Holgate S.","Pinho-Gomes, Ana-Catarina (55939379500); Roaf, Eleanor (19737966400); Fuller, Gary (7202991603); Fowler, David (7203066817); Lewis, Alastair (57212697363); ApSimon, Helen (7006153233); Noakes, Catherine (6603481396); Johnstone, Paul (57206144898); Holgate, Stephen (7201795361)","55939379500; 19737966400; 7202991603; 7203066817; 57212697363; 7006153233; 6603481396; 57206144898; 7201795361","Air pollution and climate change","2023","The Lancet Planetary Health","7","9","","e727","e728","1","24","10.1016/S2542-5196(23)00189-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169507824&doi=10.1016%2fS2542-5196%2823%2900189-4&partnerID=40&md5=eb748891a1977b78e97e38c3b0872be8","Note","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85169507824"
